BSI_10m,CH4_Annual_Average,EVI_10m,LSWI_10m,NDRE_10m,NDVI_10m,NDWI_10m,annual_rainfall_mm,cropland_frac,mean_temp_celsius,vlcode,water_frac,VILLAGE CODE,VILLAGE NAME,DISTRICT NAME,VILLAGE PIN CODE,VILLAGE LATITUDE,VILLAGE LONGITUDE,"TOTAL CULTIVABLE AREA (IN HECTARES), IF IN ACRES DIVIDE BY 2.47","NET SOWN AREA (IN HECTARES) , IF IN ACRES DIVIDE BY 2.47","TOTAL AREA IRRIGATED (IN HECTARE), IF IN ACRES DIVIDE BY 2.47","TOTAL UNIRRIGATED LAND AREA (IN HECTARES), IF IN ACRES DIVIDE BY 2.47","TOTAL AREA COVERED UNDER IRRIGATION (DRIP, SPRINKLER), IF IN ACRES DIVIDE BY 2.47",NUMBER OF FARMERS USING DRIP/SPRINKLER IRRIGATION,TOTAL NUMBER OF FARMERS,NUMBER OF FARMERS ADOPTED ORGANIC FARMING DURING 2018-19,NUMBER OF FARMERS RECEIVED THE SOIL TESTING REPORT,DOES THE VILLAGE HAVE ACCESS TO CUSTOM HIRING CENTRE (AGRI-EQUIPMENTS),AVAILABILITY OF SOIL TESTING CENTRES,AVAILABILITY OF FERTILIZER SHOP,AVAILABILITY OF GOVERNMENT SEED CENTRES,WHETHER THIS VILLAGE IS A PART OF THE WATERSHED DEVELOPMENT PROJECT,AVAILABILITY OF VETERINARY CLINIC OR HOSPITAL,AVAILABILITY OF MILK COLLECTION CENTRE /MILK ROUTES / CHILLING CENTRES,ANY PROJECT SUPPORTING POULTRY DEVELOPMENT,ANY PROJECT SUPPORTING GOATARY DEVELOPMENT,ANY PROJECT SUPPORTING PIGERY DEVELOPMENT,DOES THE VILLAGE HAVE LIVESTOCK EXTENSION SERVICES,COMMUNITY PONDS USED FOR FISHERIES,PISCICULTURE - INLAND FISHERY/COASTAL FISHERY/ANY OTHER,COMMUNITY BIO GAS OR RECYCLE OF WASTE,AVAILABILITY OF COTTAGE AND SMALL SCALE UNITS (FABRICATION/CONSTRUCTION MATERIAL/DAIRY BASED/TEXTILE ETC.) UNITS,AVAILABILITY OF ELECTRICITY FOR DOMESTIC USE,NUMBER OF HOUSEHOLDS AVAILING BENEFITS OF PRADHAN MANTRI UJJWALA YOJANA (PMUY),TOTAL NUMBER OF HOUSEHOLDS USING CLEAN ENERGY (LPG/BIO GAS),USE OF SOLAR ENERGY/WIND ENERGY FOR ELECTRIFICATION OF THE HOUSE,NUMBER OF HOUSEHOLDS ELECTRIFIED BY SOLAR ENERGY/WIND ENERGY,NUMBER OF HOUSEHOLDS AVAILING THE BENEFITS UNDER SAUBHAGYA SCHEME,AVAILABILITY OF DRAINAGE FACILITIES,AVAILABILITY OF COMMUNITY RAIN WATER HARVESTING SYSTEM/POND/DAM/CHECK DAM ETC.,AVAILABILITY OF PIPED TAP WATER,NUMBER OF HOUSEHOLDS HAVING PIPED WATER CONNECTION,COMMUNITY WASTE DISPOSAL SYSTEM,NUMBER OF TOTAL POPULATION,NUMBER OF MALE,NUMBER OF FEMALE,NUMBER OF TOTAL HOUSEHOLD,NUMBER OF HOUSEHOLDS ENGAGED MAJORLY IN FARM ACTIVITIES,NUMBER OF HOUSEHOLDS ENGAGED MAJORLY IN NON-FARM ACTIVITIES,NUMBER OF HOUSEHOLDS WITH KUCCHA WALL AND KUCCHA ROOF,NUMBER OF HOUSEHOLDS NOT HAVING SANITARY LATRINES,NUMBER OF HOUSEHOLDS HAVING BPL RATION CARDS,TOTAL NUMBER OF ELIGIBLE HOUSEHOLDS UNDER NATIONAL FOOD SECURITY ACT (NFSA),NUMBER OF HOUSEHOLDS HAVING JAN-DHAN BANK ACCOUNT,AVAILABILITY OF MINOR FOREST PRODUCTION,NUMBER OF HOUSEHOLDS WHERE ONLY SOURCE OF LIVELIHOOD IS MINOR FOREST PRODUCTION,AVAILABILITY OF COMMUNITY FOREST,TOTAL APPROVED LABOUR BUDGET FOR THE YEAR 2018-19,TOTAL EXPENDITURE APPROVED UNDER NRM IN THE LABOUR BUDGET FOR THE YEAR 2018-19),SHP_total_geog,SHP_net_area_s,SHP_total_unir,SHP_area_irrig,SHP_canals_are,SHP_wells_tube,SHP_tanks_lake,SHP_waterfall_,SHP_closed_dra,SHP_open_drain,SHP_forest_are,SHP_barren_unc,SHP_land_under,SHP_culturable,SHP_fallows_la,SHP_current_fa,SHP_total_popu,SHP_total_hous,SHP_total_male,SHP_total_fema,Hidden_Irrigation_Intensity,Hidden_Farming_Penetration,Hidden_Flood_Irrigation_Hazard,Hidden_Stagnant_Water_Risk,Hidden_Dairy_Waste_Hazard,Hidden_Population_Pressure_On_Land,Hidden_Clean_Energy_Deficit,Hidden_Dry_Land_Fraction,Sat_Paddy_Flood_Confirmation,Sat_Water_AgriPressure,Sat_Waterlogging_Risk,Sat_Biomass_Production,Sat_DryLand_Confirmation,Sat_Biomass_Burning_Risk,Sat_Thermal_Decomposition_Rate,SHP_Irrigation_Discrepancy,Best_Irrigated_Area,SHP_Fallow_Fraction,SHP_Canal_Irrigation_Frac,SHP_Open_Drain_Fraction,Sat_NDRE_CropHealth_Pressure,Sat_MODIS_Cropland_Discrepancy,Sat_Anaerobic_Waterlogging_Index,Irrigation_Source_Canals,Irrigation_Source_Ground Water (Tube Well/Well/Pump),Irrigation_Source_Other,Irrigation_Source_Surface Water,Predicted_CH4_ppb,CRM,SMAM,CDP,In_Situ,Ex_Situ,Prime_Mover,General,Total_Machines,Layer_InSitu,Layer_ExSitu,Layer_General_PM,Layer_Schemes,merge_confidence,merge_stage,Policy_Zone
-0.1503674115186622,1916.5229601408184,1.6641923456555423,0.2371310937059847,0.3742097514710455,0.5403676163803124,-0.5153788002210199,910.5958685987144,1.0,22.407946242387816,37827,0.0,37827,Jalluwal (34),AMRITSAR,143202,31.6036034,75.2078247,42.51,0.0,42.51,0.0,0.0,0,100,2,2,No,No ( Nearest facility1-2 kms),No ( Nearest facility2-5 kms),No ( Nearest facility2-5 kms),No,0.0,Yes,No,No,No,PashuSakhi/PashuMitra/GopalMitra or equivalent,0.0,No,0.0,0.0,0.0,13,0.0,No,,12,0.0,No,50 to 100% habitations covered,0,124,1078,577,501,215,100,115,3,6,YesElectricity:Yes Toilet:Both Computer Lab:No Play Ground:Yes Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:200 Primary School Teachers:4,23,12,No,0.0,No,400000.0,200000.0,161.0,134.0,0.0,134.0,28.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1078.0,196.0,546.0,532.0,1.0,0.4651162790697674,100.0,0.0,0.0,0.0,215.0,0.0,10.08044279344141,0.0,910.5958685987144,70.7448166138171,0.0,0.5403676163803124,0.0,91.49,88.255,0.0,0.208955223880597,0.0,37.42097514710455,0.0,0.0,0,1,0,0,1912.0045166015625,0,1,0,0,0,1,0,2,0,0,1,1,1.0,3-key (D+B+V),Policy Failure Zone
-0.1392602652892988,1908.6568791088669,1.405257206515264,0.2348256356469227,0.3759588876818103,0.5531397140850481,-0.5407094107269116,843.6403153345898,1.0,23.04831106238497,36632,0.0,36632,Dakala (199),PATIALA,147001,30.216217,76.35633,566.0,0.0,566.0,0.0,0.0,0,200,0,0,No,No ( Nearest facilityMore than 10 kms),Yes,Yes,No,0.0,Yes,No,No,No,Not Available,0.0,No,0.0,0.0,14.0,150,0.0,No,,0,0.0,No,100% habitations covered,0,326,3164,1635,1529,326,200,126,50,5,YesElectricity:Yes Toilet:Both Computer Lab:Yes Play Ground:Yes Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:141 Primary School Teachers:6,0,220,No,0.0,No,2000000.0,0.0,1048.0,944.0,12.0,932.0,19.0,913.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4594.0,841.0,2410.0,2184.0,1.0,0.6134969325153374,200.0,0.0,0.0,0.0,326.0,0.0,132.91130977615825,0.0,843.6403153345898,795.3755788876394,0.0,0.5531397140850481,0.0,366.0,749.0,0.0,0.0203862660944206,0.0,75.19177753636205,0.0,0.0,0,1,0,0,1912.003662109375,3,4,0,4,0,2,1,14,4,0,3,7,0.85,2-key (D+V),Unclassified
-0.1638579864046225,1907.771336244308,1.4750372097941808,0.2590877317318101,0.3956442347010507,0.5807725763326544,-0.5559223372044007,736.4455309141758,1.0,23.08496086606958,36316,0.0,36316,Bauran Khurd (201),PATIALA,147201,30.3243237,76.12736,274.0,0.0,0.0,0.0,0.0,0,8,0,8,No,No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No ( Nearest facility2-5 kms),No,0.0,Yes,No,No,No,Not Available,0.0,No,0.0,0.0,14.0,15,0.0,No,,34,0.0,No,50 to 100% habitations covered,55,95,1549,777,772,299,62,38,5,0,YesElectricity:Yes Toilet:Both Computer Lab:No Play Ground:Yes Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:36 Primary School Teachers:4,35,58,No,0.0,No,200000.0,75000.0,305.0,274.0,0.0,274.0,0.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1474.0,281.0,761.0,713.0,0.0,0.2073578595317725,62.0,0.0,0.0,0.0,299.0,0.0,0.0,0.0,736.4455309141758,404.1601954836056,0.0,0.5807725763326544,0.0,274.0,137.0,0.0,0.0,0.0,24.529942551465144,274.0,0.0,0,1,0,0,1912.003662109375,6,0,0,1,2,1,2,12,1,2,3,6,1.0,3-key (D+B+V),Biomass Procurement Zone
-0.2351212011363944,1913.737023343305,1.7025559248915891,0.3310334611375971,0.4238011651134263,0.6389340773191204,-0.6008852833479826,685.9742048194306,1.0,23.44681634021498,39600,0.0,39600,Alal (36),SANGRUR,148024,30.4864864,75.856636,345.0,0.0,345.0,0.0,0.0,39,100,5,0,No,No ( Nearest facility1-2 kms),No ( Nearest facility1-2 kms),No ( Nearest facility2-5 kms),No,0.0,No,Yes,No,Yes,Not Available,0.0,Yes,0.0,0.0,14.0,0,0.0,No,,2,0.0,No,100% habitations covered,0,0,2840,1525,1315,300,100,200,5,0,YesElectricity:Yes Toilet:Both Computer Lab:No Play Ground:Yes Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:125 Primary School Teachers:3,0,0,No,0.0,No,0.0,0.0,432.0,379.0,0.0,379.0,130.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1804.0,344.0,961.0,843.0,1.0,0.3333333333333333,61.0,0.0,0.0,0.0,300.0,0.0,114.206544092471,0.0,685.9742048194306,587.3817940875982,0.0,0.6389340773191204,0.0,34.0,362.0,0.0,0.3430079155672823,0.0,42.38011651134263,0.0,0.0,0,1,0,0,1911.9993896484373,4,0,1,1,0,1,3,10,1,0,4,5,1.0,3-key (D+B+V),Unclassified
-0.1955799405699654,1911.0400783728328,1.599549024526074,0.2852881522884487,0.4259200991207313,0.6293923854834207,-0.5850731783369243,675.355624263001,1.0,23.35030756262872,39764,0.0,39764,Mangwal (35),SANGRUR,148001,30.1981983,75.8420258,2.47,0.0,0.0,0.0,0.0,0,6,0,0,No,No ( Nearest facility1-2 kms),No ( Nearest facility2-5 kms),No ( Nearest facility1-2 kms),No,0.0,Yes,Yes,Yes,Yes,Not Available,0.0,No,0.0,0.0,0.0,0,0.0,No,,0,0.0,No,<50% habitation covered,0,0,400,150,250,30,6,5,0,0,YesElectricity:Yes Toilet:Both Computer Lab:No Play Ground:Yes Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:28 Primary School Teachers:2,0,0,No,0.0,No,0.0,0.0,1050.0,832.0,0.0,832.0,122.0,710.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9066.0,1905.0,4814.0,4252.0,0.0,0.2,6.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,675.355624263001,3.9508860905794014,0.0,0.6293923854834207,0.0,832.0,416.0,0.0,0.1466346153846154,0.0,2.555520594724388,2.47,0.0,0,1,0,0,1911.9984130859373,10,0,0,7,0,1,2,20,7,0,3,10,1.0,3-key (D+B+V),Unclassified
-0.2303365375912458,1910.904896952141,1.793303849989431,0.3259829281362827,0.4314983933830315,0.6151561785991022,-0.5734275719319827,759.5044280215565,1.0,22.97032651555342,29692,0.0,29692,Nasirpur (210),JALANDHAR,144003,31.1531525,75.206,338.0,0.0,338.0,0.0,0.0,0,58,0,0,No,No ( Nearest facility2-5 kms),No ( Nearest facility2-5 kms),No ( Nearest facility2-5 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,14.0,0,0.0,No,Number of Households utilising Solar Energy/Wind Energy : 0,0,0.0,No,100% habitations covered,130,160,840,430,410,160,58,0,6,0,YesElectricity:Yes Toilet:Both Computer Lab:Yes Play Ground:Yes Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:35 Primary School Teachers:2,0,0,No,0.0,No,0.0,0.0,376.0,309.0,0.0,309.0,0.0,309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781.0,155.0,399.0,382.0,1.0,0.3625,58.0,0.0,0.0,0.0,160.0,0.0,110.18222971006357,0.0,759.5044280215565,606.1367012964276,0.0,0.6151561785991022,0.0,29.0,323.5,0.0,0.0,0.0,25.026906816215824,0.0,0.0,0,1,0,0,1911.9947509765625,12,0,0,11,0,1,0,24,11,0,1,12,0.85,2-key (D+V),Unclassified
-0.170644709510757,1912.4905789334507,1.6931866606538568,0.2571503692690807,0.3975137068674679,0.5717538879231371,-0.5474572825217005,779.5787545850175,1.0,22.745722600675435,29724,0.0,29724,Parjian Kalan (320),JALANDHAR,144703,31.0270271,75.35856,5.0,0.0,1.0,1.0,1.0,1,10,10,5,No,No ( Nearest facility1-2 kms),No ( Nearest facility1-2 kms),No ( Nearest facility1-2 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,2.5,1,0.0,No,,1,0.0,No,100% habitations covered,10,100,1569,829,740,295,10,5,25,10,YesElectricity:Yes Toilet:Girls Toilet Computer Lab:Yes Play Ground:Yes Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:150 Primary School Teachers:100,0,1,No,0.0,No,2.0,1.0,579.0,537.0,0.0,537.0,0.0,537.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,1569.0,295.0,829.0,740.0,0.2,0.0338983050847457,9.0,0.0,0.0,0.0,295.0,0.2,0.2571503692690807,0.0,779.5787545850175,8.465933303269285,0.0,0.5717538879231371,0.0,536.0,269.0,0.0,0.0,0.0,3.975137068674679,4.0,0.0,0,0,1,0,1911.9927978515625,0,1,0,0,0,0,1,2,0,0,1,1,1.0,3-key (D+B+V),Policy Failure Zone
-0.2060319402334914,1912.3126329352008,1.7956142690772925,0.2900789173742795,0.4392542743142054,0.6265834532944436,-0.5826265217921186,733.9174094607728,1.0,22.97211084760505,29695,0.0,29695,Mundi Chohlian (226),JALANDHAR,144003,31.1531525,75.206,176.0,0.0,176.0,0.0,0.0,0,70,0,0,No,No ( Nearest facility2-5 kms),No ( Nearest facility2-5 kms),No ( Nearest facility2-5 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,14.0,0,0.0,No,,0,0.0,No,100% habitations covered,162,160,851,426,425,168,70,0,25,0,YesElectricity:Yes Toilet:Both Computer Lab:Yes Play Ground:Yes Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:50 Primary School Teachers:4,0,60,No,0.0,No,0.0,0.0,195.0,188.0,0.0,188.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,797.0,162.0,400.0,397.0,1.0,0.4166666666666667,70.0,0.0,0.0,0.0,168.0,0.0,51.05388945787319,0.0,733.9174094607728,316.0281113576035,0.0,0.6265834532944436,0.0,12.0,182.0,0.0,0.0,0.0,30.747799201994376,0.0,0.0,0,1,0,0,1911.9912109375,57,0,0,39,9,5,4,114,39,9,9,57,0.85,2-key (D+V),Biomass Procurement Zone
-0.2261286078936441,1911.8297090132871,1.8000804712441514,0.3100578065827569,0.4398751705707029,0.6284267980980645,-0.5920296485322877,779.5787545850175,1.0,22.745722600675435,33858,0.0,33858,Sherewala (178),LUDHIANA,141124,30.666666,75.47403,460.0,0.0,260.0,200.0,0.0,0,90,0,0,Yes,No ( Nearest facilityMore than 10 kms),No ( Nearest facility5-10 kms),No ( Nearest facilityMore than 10 kms),No,0.0,Yes,Yes,Yes,Yes,Not Available,0.0,No,0.0,0.0,14.0,0,0.0,Yes Number of Households utilising Solar Energy/Wind Energy : 5,Number of Households utilising Solar Energy/Wind Energy : 5,15,0.0,No,100% habitations covered,72,155,855,429,426,158,35,0,5,0,No ( Nearest facility5-10 kms),0,20,No,0.0,No,175426.0,0.0,460.0,399.0,0.0,399.0,18.0,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,855.0,158.0,429.0,426.0,0.5652173913043478,0.2215189873417721,35.0,0.0,0.0,0.0,158.0,0.4347826086956521,80.6150297115168,0.0,779.5787545850175,828.0370167723096,0.0,0.6284267980980645,0.0,139.0,329.5,0.0,0.0451127819548872,0.0,15.395630969974604,200.0,0.0,0,1,0,0,1911.99072265625,10,3,0,10,0,2,1,26,10,0,3,13,0.85,2-key (D+V),Unclassified
-0.2179445868471549,1913.6763271563505,1.9102963186378543,0.2968164336424608,0.449166916013786,0.6520289022093755,-0.5951416884514481,833.095788754473,1.0,22.6429277389974,29829,0.0,29829,Haveli (112),JALANDHAR,144702,31.0812588,75.33929,2.47,0.0,1.0,1.0,1.0,0,20,0,10,No,No ( Nearest facility2-5 kms),No ( Nearest facility2-5 kms),No ( Nearest facility1-2 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,14.0,0,0.0,No,,0,0.0,Yes,100% habitations covered,60,200,1334,681,653,277,0,0,5,0,YesElectricity:Yes Toilet:Both Computer Lab:Yes Play Ground:No Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:60 Primary School Teachers:2,0,0,Yes,0.0,No,2.0,1.0,329.0,304.0,0.0,304.0,0.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1324.0,277.0,676.0,648.0,0.4048582995951417,0.0,0.0,0.0,0.0,0.0,277.0,0.4048582995951417,0.2968164336424608,0.0,833.095788754473,4.718431907035501,0.0,0.6520289022093755,0.0,303.0,152.5,0.0,0.0,0.0,0.0,1.4700000000000002,0.0,0,1,0,0,1911.9862060546875,1,0,0,1,0,0,0,2,1,0,0,1,1.0,3-key (D+B+V),Policy Failure Zone
-0.1456535677538378,1911.6752579598644,1.5664619767913956,0.2324293601106429,0.3732526154056058,0.5461440591365071,-0.5260549219907833,558.6388990925537,0.7922960319317105,23.970523930142285,35582,0.0,35582,Kot Kapura (129),FARIDKOT,151204,30.58544,74.81651,550.0,0.0,440.0,110.0,35.0,25,25,2,10,No,No ( Nearest facility2-5 kms),No ( Nearest facility1-2 kms),Yes,No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,14.0,25,0.0,No,,25,0.0,No,None ( Nearest facility2-5 kms),15,90,705,405,300,190,90,100,25,10,YesElectricity:Yes Toilet:Both Computer Lab:No Play Ground:No Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:40 Primary School Teachers:2,0,35,No,0.0,No,907200.0,805000.0,8246.0,6755.0,0.0,6755.0,6755.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,3.0,0.0,0.0,9729.0,1898.0,5100.0,4629.0,0.8,0.4736842105263157,65.0,0.0,0.0,0.0,190.0,0.2,102.26891844868288,0.0,558.6388990925537,861.5540872352676,0.0,0.5461440591365071,0.0,6315.0,3597.5,0.0,1.0,0.0,33.59273538650452,4.237182437559227,0.0,1,0,0,0,1911.9835205078125,11,2,0,10,0,3,0,26,10,0,3,13,1.0,3-key (D+B+V),Unclassified
-0.1485173535696294,1914.6442654615507,1.6557968361374098,0.2291269924884397,0.3853275048710152,0.5748538457062125,-0.5504584187983596,855.4757489876922,1.0,22.690449593535305,33464,0.0,33464,Hawas (59),LUDHIANA,141010,30.9189186,75.84033,32.0,0.0,2.0,2.0,2.0,2,56,2,50,Yes,Yes,Yes,Yes,Yes,0.0,Yes,Yes,No,Yes,Livestock Extension Officer,0.0,No,0.0,0.0,14.0,49,0.0,No,,32,0.0,Yes,<50% habitation covered,123,2,1201,637,564,237,0,0,23,0,YesElectricity:Yes Toilet:Both Computer Lab:Yes Play Ground:Yes Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:65 Primary School Teachers:5,2,23,No,0.0,Yes,32.0,1.0,465.0,436.0,0.0,436.0,0.0,436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1201.0,237.0,637.0,564.0,0.0625,0.0,0.0,0.0,0.0,0.0,237.0,0.0625,0.4582539849768794,0.0,855.4757489876922,52.98549875639712,0.0,0.5748538457062125,0.0,434.0,219.0,0.0,0.0,0.0,0.0,30.0,0.0,0,0,1,0,1911.9757080078125,0,1,0,0,0,0,1,2,0,0,1,1,1.0,3-key (D+B+V),Policy Failure Zone
-0.2268803846672886,1911.1313587606628,1.861740549655967,0.3124358270368003,0.449637491901239,0.6403928289806085,-0.5951382500710872,733.9174094607728,1.0,22.97211084760505,29702,0.0,29702,Gatti Raipur (240),JALANDHAR,144702,31.1711712,75.19925,333.0,0.0,333.0,0.0,0.0,0,18,0,0,No,No ( Nearest facility5-10 kms),Yes,No ( Nearest facility5-10 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,14.0,0,0.0,No,Number of Households utilising Solar Energy/Wind Energy : 0,0,0.0,No,100% habitations covered,95,119,703,367,336,123,18,0,9,0,YesElectricity:Yes Toilet:Both Computer Lab:Yes Play Ground:Yes Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:22 Primary School Teachers:2,0,0,No,0.0,No,0.0,0.0,368.0,356.0,0.0,356.0,0.0,356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676.0,119.0,352.0,324.0,1.0,0.1463414634146341,18.0,0.0,0.0,0.0,123.0,0.0,104.0411304032545,0.0,733.9174094607728,619.959603035437,0.0,0.6403928289806085,0.0,23.0,344.5,0.0,0.0,0.0,8.093474854222302,0.0,0.0,0,1,0,0,1911.9732666015625,1,0,0,1,0,0,0,2,1,0,0,1,0.85,2-key (D+V),Policy Failure Zone
-0.1745643535410715,1911.097561511708,1.57662621876006,0.272503827726631,0.3802998655704058,0.5758952632164481,-0.5530969583132193,900.3970502860138,1.0,22.455344896805173,29203,0.0,29203,Faijla bad (74),KAPURTHALA,144804,31.3873882,75.37185,960.0,0.0,0.0,0.0,0.0,0,80,0,0,No,No ( Nearest facilityMore than 10 kms),No ( Nearest facilityMore than 10 kms),No ( Nearest facility5-10 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,14.0,0,0.0,No,,0,0.0,No,100% habitations covered,0,70,800,375,325,125,80,40,15,2,YesElectricity:Yes Toilet:Both Computer Lab:Yes Play Ground:Yes Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:35 Primary School Teachers:2,0,30,No,0.0,No,112000000.0,0.0,393.0,367.0,0.0,367.0,0.0,367.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,735.0,134.0,397.0,338.0,0.0,0.64,80.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,900.3970502860138,1513.5611700096574,0.0,0.5758952632164481,0.0,367.0,183.5,0.0,0.0,0.0,30.423989245632463,960.0,0.0,0,1,0,0,1911.9727783203125,4,0,0,4,0,0,0,8,4,0,0,4,1.0,3-key (D+B+V),Unclassified
-0.20445619623223,1913.099215334808,1.711320564351003,0.2860121658927232,0.433561661785756,0.6484605917578666,-0.6079390314107118,757.9475931556701,1.0,22.99802354556737,33723,0.0,33723,Basraon (198),LUDHIANA,141108,30.64949,75.5893,195.0,0.0,6.0,0.0,6.0,5,499,0,0,No,No ( Nearest facilityMore than 10 kms),No ( Nearest facility2-5 kms),No ( Nearest facility5-10 kms),No,0.0,Yes,No,No,No,Not Available,0.0,No,0.0,0.0,0.0,22,0.0,No,,25,0.0,No,50 to 100% habitations covered,15,163,832,422,410,166,75,91,0,0,YesElectricity:Yes Toilet:Both Computer Lab:Yes Play Ground:Yes Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:55 Primary School Teachers:2,22,20,No,0.0,No,800000.0,0.0,182.0,162.0,0.0,162.0,0.0,162.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,848.0,166.0,462.0,386.0,0.0307692307692307,0.4518072289156626,70.0,0.0,0.0,0.0,166.0,0.0,1.7160729953563392,0.0,757.9475931556701,333.7075100484456,0.0,0.6484605917578666,0.0,156.0,84.0,0.0,0.0,0.0,32.5171246339317,189.0,0.0,0,0,1,0,1911.9727783203125,1,1,0,1,0,0,1,4,1,0,1,2,0.85,2-key (D+V),Unclassified
-0.1797948770822209,1913.9226089212616,1.7968603873690474,0.2465047117870902,0.4332718961654417,0.6154632967561857,-0.5769853553328212,802.4979054107723,0.8306573295583132,22.744753495726627,33668,0.0,33668,Mullanpur (140),LUDHIANA,141101,30.7747746,75.6425858,860.0,0.0,0.0,0.0,0.0,1,233,0,0,Yes,No ( Nearest facilityMore than 10 kms),Yes,Yes,Yes,0.0,Yes,No,No,No,Not Available,0.0,No,0.0,0.0,14.0,1,0.0,No,,1,0.0,Yes,50 to 100% habitations covered,50,875,5032,2667,2365,1039,233,254,0,0,YesElectricity:Yes Toilet:Both Computer Lab:No Play Ground:Yes Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:105 Primary School Teachers:6,1,70,No,0.0,No,500000.0,500000.0,860.0,567.0,0.0,567.0,0.0,567.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,62.0,5032.0,1039.0,2667.0,2365.0,0.0,0.2242540904716073,232.0,0.0,0.0,0.0,1039.0,0.0,0.0,0.0,802.4979054107723,1545.2999331373808,0.0,0.6154632967561857,0.0,567.0,283.5,0.0,0.0,0.0,100.95235180654792,714.3653034201493,0.0,0,1,0,0,1911.9718017578125,8,2,0,5,2,2,1,20,5,2,3,10,0.85,2-key (D+V),Biomass Procurement Zone
-0.2591421149626141,1911.710038068596,1.8445829347399727,0.3415934732997402,0.4697554283854288,0.6903472085801607,-0.6302748254329865,667.9889177801766,1.0,23.64616779530848,39782,0.0,39782,Kunran (68),SANGRUR,148001,30.3423424,76.3919,102.0,0.0,102.0,0.0,0.0,0,10,0,0,No,No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No,0.0,No,No,No,No,Livestock Extension Officer,0.0,No,0.0,0.0,0.0,0,0.0,No,,0,0.0,No,only one habitation is covered,0,20,700,300,400,20,10,10,5,0,YesElectricity:Yes Toilet:Both Computer Lab:No Play Ground:Yes Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:50 Primary School Teachers:3,0,0,No,0.0,No,2000000.0,2000000.0,638.0,584.0,0.0,584.0,324.0,260.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,2057.0,406.0,1117.0,940.0,1.0,0.5,10.0,0.0,0.0,0.0,20.0,0.0,34.8425342765735,0.0,667.9889177801766,188.1474593434772,0.0,0.6903472085801607,0.0,482.0,343.0,0.0,0.5547945205479452,0.0,4.697554283854288,0.0,0.0,0,1,0,0,1911.963623046875,0,2,0,0,0,0,2,4,0,0,2,2,1.0,3-key (D+B+V),Unclassified
