BSI_10m,CH4_Annual_Average,EVI_10m,LSWI_10m,NDRE_10m,NDVI_10m,NDWI_10m,annual_rainfall_mm,cropland_frac,mean_temp_celsius,vlcode,water_frac,VILLAGE CODE,VILLAGE NAME,DISTRICT NAME,VILLAGE PIN CODE,VILLAGE LATITUDE,VILLAGE LONGITUDE,"TOTAL CULTIVABLE AREA (IN HECTARES), IF IN ACRES DIVIDE BY 2.47","NET SOWN AREA (IN HECTARES) , IF IN ACRES DIVIDE BY 2.47","TOTAL AREA IRRIGATED (IN HECTARE), IF IN ACRES DIVIDE BY 2.47","TOTAL UNIRRIGATED LAND AREA (IN HECTARES), IF IN ACRES DIVIDE BY 2.47","TOTAL AREA COVERED UNDER IRRIGATION (DRIP, SPRINKLER), IF IN ACRES DIVIDE BY 2.47",NUMBER OF FARMERS USING DRIP/SPRINKLER IRRIGATION,TOTAL NUMBER OF FARMERS,NUMBER OF FARMERS ADOPTED ORGANIC FARMING DURING 2018-19,NUMBER OF FARMERS RECEIVED THE SOIL TESTING REPORT,DOES THE VILLAGE HAVE ACCESS TO CUSTOM HIRING CENTRE (AGRI-EQUIPMENTS),AVAILABILITY OF SOIL TESTING CENTRES,AVAILABILITY OF FERTILIZER SHOP,AVAILABILITY OF GOVERNMENT SEED CENTRES,WHETHER THIS VILLAGE IS A PART OF THE WATERSHED DEVELOPMENT PROJECT,AVAILABILITY OF VETERINARY CLINIC OR HOSPITAL,AVAILABILITY OF MILK COLLECTION CENTRE /MILK ROUTES / CHILLING CENTRES,ANY PROJECT SUPPORTING POULTRY DEVELOPMENT,ANY PROJECT SUPPORTING GOATARY DEVELOPMENT,ANY PROJECT SUPPORTING PIGERY DEVELOPMENT,DOES THE VILLAGE HAVE LIVESTOCK EXTENSION SERVICES,COMMUNITY PONDS USED FOR FISHERIES,PISCICULTURE - INLAND FISHERY/COASTAL FISHERY/ANY OTHER,COMMUNITY BIO GAS OR RECYCLE OF WASTE,AVAILABILITY OF COTTAGE AND SMALL SCALE UNITS (FABRICATION/CONSTRUCTION MATERIAL/DAIRY BASED/TEXTILE ETC.) UNITS,AVAILABILITY OF ELECTRICITY FOR DOMESTIC USE,NUMBER OF HOUSEHOLDS AVAILING BENEFITS OF PRADHAN MANTRI UJJWALA YOJANA (PMUY),TOTAL NUMBER OF HOUSEHOLDS USING CLEAN ENERGY (LPG/BIO GAS),USE OF SOLAR ENERGY/WIND ENERGY FOR ELECTRIFICATION OF THE HOUSE,NUMBER OF HOUSEHOLDS ELECTRIFIED BY SOLAR ENERGY/WIND ENERGY,NUMBER OF HOUSEHOLDS AVAILING THE BENEFITS UNDER SAUBHAGYA SCHEME,AVAILABILITY OF DRAINAGE FACILITIES,AVAILABILITY OF COMMUNITY RAIN WATER HARVESTING SYSTEM/POND/DAM/CHECK DAM ETC.,AVAILABILITY OF PIPED TAP WATER,NUMBER OF HOUSEHOLDS HAVING PIPED WATER CONNECTION,COMMUNITY WASTE DISPOSAL SYSTEM,NUMBER OF TOTAL POPULATION,NUMBER OF MALE,NUMBER OF FEMALE,NUMBER OF TOTAL HOUSEHOLD,NUMBER OF HOUSEHOLDS ENGAGED MAJORLY IN FARM ACTIVITIES,NUMBER OF HOUSEHOLDS ENGAGED MAJORLY IN NON-FARM ACTIVITIES,NUMBER OF HOUSEHOLDS WITH KUCCHA WALL AND KUCCHA ROOF,NUMBER OF HOUSEHOLDS NOT HAVING SANITARY LATRINES,NUMBER OF HOUSEHOLDS HAVING BPL RATION CARDS,TOTAL NUMBER OF ELIGIBLE HOUSEHOLDS UNDER NATIONAL FOOD SECURITY ACT (NFSA),NUMBER OF HOUSEHOLDS HAVING JAN-DHAN BANK ACCOUNT,AVAILABILITY OF MINOR FOREST PRODUCTION,NUMBER OF HOUSEHOLDS WHERE ONLY SOURCE OF LIVELIHOOD IS MINOR FOREST PRODUCTION,AVAILABILITY OF COMMUNITY FOREST,TOTAL APPROVED LABOUR BUDGET FOR THE YEAR 2018-19,TOTAL EXPENDITURE APPROVED UNDER NRM IN THE LABOUR BUDGET FOR THE YEAR 2018-19),SHP_total_geog,SHP_net_area_s,SHP_total_unir,SHP_area_irrig,SHP_canals_are,SHP_wells_tube,SHP_tanks_lake,SHP_waterfall_,SHP_closed_dra,SHP_open_drain,SHP_forest_are,SHP_barren_unc,SHP_land_under,SHP_culturable,SHP_fallows_la,SHP_current_fa,SHP_total_popu,SHP_total_hous,SHP_total_male,SHP_total_fema,Hidden_Irrigation_Intensity,Hidden_Farming_Penetration,Hidden_Flood_Irrigation_Hazard,Hidden_Stagnant_Water_Risk,Hidden_Dairy_Waste_Hazard,Hidden_Population_Pressure_On_Land,Hidden_Clean_Energy_Deficit,Hidden_Dry_Land_Fraction,Sat_Paddy_Flood_Confirmation,Sat_Water_AgriPressure,Sat_Waterlogging_Risk,Sat_Biomass_Production,Sat_DryLand_Confirmation,Sat_Biomass_Burning_Risk,Sat_Thermal_Decomposition_Rate,SHP_Irrigation_Discrepancy,Best_Irrigated_Area,SHP_Fallow_Fraction,SHP_Canal_Irrigation_Frac,SHP_Open_Drain_Fraction,Sat_NDRE_CropHealth_Pressure,Sat_MODIS_Cropland_Discrepancy,Sat_Anaerobic_Waterlogging_Index,Irrigation_Source_Canals,Irrigation_Source_Ground Water (Tube Well/Well/Pump),Irrigation_Source_Other,Irrigation_Source_Surface Water,Predicted_CH4_ppb,CRM,SMAM,CDP,In_Situ,Ex_Situ,Prime_Mover,General,Total_Machines,Layer_InSitu,Layer_ExSitu,Layer_General_PM,Layer_Schemes,merge_confidence,merge_stage
-0.2259567889153523,1930.157653460045,1.870138621035601,0.3159978216907369,0.4307875835071368,0.6357646595420322,-0.581435337596713,732.8586828547475,1.0,23.31565717749411,34296,0.0,34296,Arazi Sabrah (43),FIROZEPUR,142044,31.0630627,74.81917,373.6,0.0,373.0,0.0,200.0,200,200,2,2,No,No ( Nearest facility5-10 kms),Yes,No ( Nearest facilityMore than 10 kms),No,0.0,Yes,Yes,No,No,Not Available,0.0,No,0.0,0.0,14.0,11,0.0,No,,2,0.0,No,50 to 100% habitations covered,58,85,610,323,287,115,80,10,4,0,No ( Nearest facility5-10 kms),0,6,Yes,1.0,No,600000.0,200000.0,452.0,374.0,0.0,374.0,0.0,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531.0,106.0,283.0,248.0,0.9983940042826552,0.6956521739130435,0.0,0.0,0.0,0.0,115.0,0.0,117.86718749064488,0.0,732.8586828547475,698.6837888189006,0.0,0.6357646595420322,0.0,1.0,373.5,0.0,0.0,0.0,34.46300668057094,0.6000000000000227,0.0,1,0,0,0,1923.0843505859373,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.1582592630397721,1933.823744557969,1.584891056573383,0.2485894188755561,0.3826443248549446,0.5658585517638186,-0.5389562066788589,750.9264740159409,1.0,23.070701693877595,38238,0.0,38238,Alipur (183),Tarn Taran,143412,31.6216221,74.8415146,100.0,0.0,30.0,6.0,2.47,4,40,10,10,No,No ( Nearest facility2-5 kms),No ( Nearest facility2-5 kms),No ( Nearest facility2-5 kms),No,0.0,No,No,No,No,PashuSakhi/PashuMitra/GopalMitra or equivalent,0.0,No,0.0,0.0,14.0,0,0.0,No,,0,0.0,No,100% habitations covered,40,145,1204,639,549,216,70,34,2,1,YesElectricity:Yes Toilet:Both Computer Lab:No Play Ground:Yes Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:81 Primary School Teachers:5,1,3,No,0.0,No,2400000.0,100000.0,244.0,216.0,0.0,216.0,0.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1180.0,212.0,636.0,544.0,0.3,0.324074074074074,66.0,0.0,0.0,0.0,216.0,0.06,7.4576825662666835,0.0,750.9264740159409,158.48910565733829,0.0,0.5658585517638186,0.0,186.0,123.0,0.0,0.0,0.0,26.78510273984612,70.0,0.0,0,1,0,0,1923.077392578125,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.1516582895230852,1926.705497069532,1.4880386052013677,0.2479068311566256,0.3879256876466637,0.5795262484960914,-0.5565281084980113,742.5077474352125,1.0,23.19021050596733,38193,0.0,38193,Bhura Hithar (350),Tarn Taran,143416,31.1351357,74.68651,1.0,0.0,0.0,0.0,0.0,1,1,1,1,No,No ( Nearest facility2-5 kms),No ( Nearest facility2-5 kms),No ( Nearest facility2-5 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,0.0,1,0.0,No,,1,0.0,No,50 to 100% habitations covered,1,11,120,65,55,20,1,1,1,1,No ( Nearest facility5-10 kms),1,1,No,0.0,No,1.0,1.0,116.0,99.0,0.0,99.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,15.0,64.0,52.0,0.0,0.05,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,742.5077474352125,1.4880386052013677,0.0,0.5795262484960914,0.0,99.0,49.5,0.0,0.0,0.0,0.3879256876466637,1.0,0.0,0,0,1,0,1922.82421875,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.1669272526841456,1931.4617988003563,1.532732665346262,0.2615495263936339,0.3996536158727157,0.5780724977895823,-0.5585639894974604,750.9264740159409,1.0,23.070701693877595,38235,0.0,38235,Jindanwala (178),Tarn Taran,143416,31.2252254,74.86296,84.0,0.0,84.0,0.0,10.0,0,12,1,0,No,No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,0.0,0,0.0,No,Number of Households utilising Solar Energy/Wind Energy : 0,0,0.0,No,None ( Nearest facility5-10 kms),0,55,400,210,190,85,0,0,36,1,YesElectricity:Yes Toilet:Boys Toilet Computer Lab:No Play Ground:No Drinking Water:Yes Mid Day Meal Scheme:No Primary School Students:150 Primary School Teachers:3,0,0,No,0.0,No,12.0,1.0,92.0,84.0,0.0,84.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,341.0,64.0,173.0,168.0,1.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,21.97016021706525,0.0,750.9264740159409,128.74954388908603,0.0,0.5780724977895823,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1922.3592529296875,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.1267228946203851,1923.3293447928504,1.4798650014090813,0.2161077461644279,0.3577051393852287,0.5318769677513542,-0.5041109060879304,874.2297830989259,1.0,23.067222761886853,37670,0.0,37670,Naushehra (284),AMRITSAR,143008,31.6396389,74.85601,0.0114,0.0,0.0114,0.0,0.0,0,50,0,0,No,No ( Nearest facility2-5 kms),No ( Nearest facility2-5 kms),No ( Nearest facility2-5 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,14.0,0,0.0,No,,0,0.0,Yes,50 to 100% habitations covered,0,100,845,455,390,180,50,10,15,1,YesElectricity:Yes Toilet:Both Computer Lab:Yes Play Ground:Yes Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:65 Primary School Teachers:4,0,0,No,0.0,No,10.0,0.0,422.0,246.0,0.0,246.0,0.0,246.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,3993.0,764.0,2140.0,1853.0,1.0,0.2777777777777778,50.0,0.0,0.0,0.0,180.0,0.0,0.0024636283062744,0.0,874.2297830989259,0.0168704610160635,0.0,0.5318769677513542,0.0,245.9886,123.0057,0.0,0.0,0.0,17.885256969261434,0.0,0.0,0,0,0,1,1922.34423828125,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.1914406962217167,1922.773431671632,1.666726184908799,0.281487701754312,0.4170248059683125,0.6163289570259863,-0.5950294929525102,750.9264740159409,1.0,23.070701693877595,38240,0.0,38240,Thathian Khurd (182),Tarn Taran,143416,31.477478,74.91614,4.0,0.0,1.0,1.0,1.0,1,1,1,1,No,No ( Nearest facility2-5 kms),No ( Nearest facility2-5 kms),No ( Nearest facility2-5 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,14.0,1,0.0,No,,1,0.0,No,50 to 100% habitations covered,1,1,1350,750,600,215,1,1,1,1,YesElectricity:Yes Toilet:Both Computer Lab:Yes Play Ground:Yes Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:1 Primary School Teachers:1,1,1,No,0.0,No,1.0,1.0,227.0,206.0,0.0,206.0,0.0,189.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1199.0,205.0,612.0,587.0,0.25,0.0046511627906976,0.0,0.0,0.0,0.0,215.0,0.25,0.281487701754312,0.0,750.9264740159409,6.666904739635196,0.0,0.6163289570259863,0.0,205.0,103.5,0.0,0.0,0.0,0.4170248059683125,3.0,0.0,0,0,1,0,1922.283935546875,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.2293573760895929,1923.3556753220391,1.8835216981926035,0.3188770343081434,0.4252254839792788,0.6287328188626458,-0.5818088946716877,735.7467654158967,1.0,23.3078749451999,34289,0.0,34289,Watu Bhatti (52),FIROZEPUR,142044,31.0630627,74.81917,926.25,0.0,815.1,49.4,86.45,46,76,0,0,No,No ( Nearest facilityMore than 10 kms),No ( Nearest facilityMore than 10 kms),No ( Nearest facilityMore than 10 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,14.0,19,0.0,No,Number of Households utilising Solar Energy/Wind Energy : 0,0,0.0,No,None ( Nearest facility5-10 kms),0,70,396,207,189,75,70,5,3,2,No ( Nearest facility2-5 kms),0,59,Yes,1.0,No,600000.0,400000.0,201.0,183.0,0.0,183.0,0.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.0,58.0,189.0,169.0,0.88,0.9333333333333332,24.0,0.0,0.0,0.0,75.0,0.0533333333333333,259.9166706645677,0.0,735.7467654158967,1744.611972950899,0.0,0.6287328188626458,0.0,632.1,499.05,0.0,0.0,0.0,29.76578387854952,111.14999999999998,0.0,0,0,1,0,1922.2818603515625,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.2290398819659256,1923.77837059644,1.8762197768551565,0.3188169791344424,0.4341544598360251,0.6288057322412524,-0.5857716945984316,735.7467654158967,1.0,23.3078749451999,34292,0.0,34292,Baharwali (47),FIROZEPUR,142044,31.0450459,74.82603,241.0,0.0,190.0,0.0,0.0,0,0,0,0,No,No ( Nearest facilityMore than 10 kms),No ( Nearest facilityMore than 10 kms),No ( Nearest facility5-10 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,0.0,0,0.0,No,,0,0.0,No,None ( Nearest facility5-10 kms),0,0,320,178,142,54,0,0,0,2,No ( Nearest facility1-2 kms),0,0,Yes,1.0,No,0.0,0.0,200.0,184.0,0.0,184.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,49.0,143.0,114.0,0.7883817427385892,0.0,0.0,0.0,0.0,0.0,54.0,0.0,60.575226035544055,0.0,735.7467654158967,452.1689662220927,0.0,0.6288057322412524,0.0,6.0,187.0,0.0,0.0,0.0,0.0,51.0,0.0,0,0,1,0,1922.233642578125,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.1391744403260368,1919.784785159268,1.5156646614066305,0.2262205017409196,0.3906346334096223,0.5799612819573587,-0.5560065455737161,742.6827940156357,1.0,23.18908957684431,38199,0.0,38199,Kot Nauabad (192),Tarn Taran,143416,31.36937,74.7454147,1.0,0.0,0.0,0.0,0.0,1,1,1,1,No,No ( Nearest facility2-5 kms),No ( Nearest facility2-5 kms),No ( Nearest facility2-5 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,0.0,1,0.0,No,,1,0.0,No,<50% habitation covered,1,1,250,130,120,50,1,1,1,1,No ( Nearest facility2-5 kms),1,1,No,0.0,No,1.0,1.0,213.0,190.0,0.0,190.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,39.0,113.0,103.0,0.0,0.02,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,742.6827940156357,1.5156646614066305,0.0,0.5799612819573587,0.0,190.0,95.0,0.0,1.0,0.0,0.3906346334096223,1.0,0.0,0,0,1,0,1922.045654296875,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.2124619200079706,1920.827045606753,1.7663966522394607,0.3051377207599959,0.4157618446407354,0.6073801431643336,-0.5660277185080296,735.7467654158967,1.0,23.3078749451999,34309,0.0,34309,Malhuwaliawala (15),FIROZEPUR,152021,31.0450459,74.82603,514.0,0.0,513.0,0.0,0.0,13,486,0,0,No,No ( Nearest facilityMore than 10 kms),No ( Nearest facilityMore than 10 kms),No ( Nearest facilityMore than 10 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,0.0,0,0.0,No,,0,0.0,No,None ( Nearest facilityMore than 10 kms),0,103,2420,1215,1204,400,371,29,5,20,No ( Nearest facility5-10 kms),0,16,Yes,1.0,No,11200000.0,300000.0,571.0,513.0,0.0,513.0,0.0,513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2111.0,385.0,1093.0,1018.0,0.9980544747081712,0.9275,358.0,0.0,0.0,0.0,400.0,0.0,156.5356507498779,0.0,735.7467654158967,907.9278792510828,0.0,0.6073801431643336,0.0,0.0,513.0,0.0,0.0,0.0,154.24764436171284,1.0,0.0,0,1,0,0,1922.0343017578125,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.1886546334104626,1924.068334340052,1.6774753733504435,0.2816102090508752,0.4147970486998044,0.5967035564123743,-0.5650936048240561,742.6827940156357,1.0,23.18908957684431,38195,0.0,38195,Bhanike (346),Tarn Taran,143416,31.1531525,74.7428055,1.0,0.0,0.0,0.0,0.0,1,1,1,1,No,No ( Nearest facility2-5 kms),No ( Nearest facility2-5 kms),No ( Nearest facility2-5 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,0.0,1,0.0,No,,1,0.0,No,50 to 100% habitations covered,1,1,18,8,7,4,1,1,1,1,No ( Nearest facility2-5 kms),1,1,No,0.0,No,1.0,1.0,41.0,37.0,0.0,37.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,7.0,6.0,0.0,0.25,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,742.6827940156357,1.6774753733504435,0.0,0.5967035564123743,0.0,37.0,18.5,0.0,0.0,0.0,0.4147970486998044,1.0,0.0,0,0,1,0,1921.8427734375,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.2491696005194533,1918.205170815644,1.942447497339047,0.3329458356552461,0.4589520301173881,0.6625755509940129,-0.6098123605121253,735.7467654158967,1.0,23.3078749451999,34316,0.0,34316,Warpal (30),FIROZEPUR,142044,31.0450459,74.82603,302.0,0.0,290.0,12.0,0.0,0,46,3,0,No,No ( Nearest facilityMore than 10 kms),No ( Nearest facilityMore than 10 kms),No ( Nearest facilityMore than 10 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,0.0,0,0.0,No,,0,0.0,No,None ( Nearest facilityMore than 10 kms),12,102,750,391,359,189,149,40,21,1,No ( Nearest facilityMore than 10 kms),0,13,Yes,1.0,No,400000.0,300000.0,260.0,204.0,0.0,204.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1090.0,210.0,572.0,518.0,0.9602649006622516,0.7883597883597884,149.0,0.0,0.0,0.0,189.0,0.0397350993377483,96.55429234002138,0.0,735.7467654158967,586.6191441963922,0.0,0.6625755509940129,0.0,86.0,247.0,0.0,0.0,0.0,68.38385248749083,12.0,0.0,0,0,1,0,1921.8306884765625,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.1542076056603487,1921.122373815342,1.4588179597559745,0.2490086545850496,0.3863565989510308,0.5683576428291311,-0.553974539357319,750.9264740159409,1.0,23.070701693877595,38231,0.0,38231,Panghri (291),Tarn Taran,143416,31.2072067,74.89082,320.0,0.0,1.0,1.0,1.0,1,1,1,1,No,No ( Nearest facility2-5 kms),No ( Nearest facility2-5 kms),No ( Nearest facility2-5 kms),No,0.0,No,No,No,No,Livestock Extension Officer,0.0,No,0.0,0.0,14.0,1,0.0,No,,1,0.0,No,50 to 100% habitations covered,1,21,2600,1390,1210,480,60,75,1,38,No ( Nearest facility2-5 kms),1,1,No,0.0,No,500000.0,500000.0,361.0,320.0,0.0,320.0,0.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2470.0,449.0,1287.0,1183.0,0.003125,0.125,59.0,0.0,0.0,0.0,480.0,0.003125,0.2490086545850496,0.0,750.9264740159409,466.8217471219118,0.0,0.5683576428291311,0.0,319.0,160.5,0.0,0.0,0.0,23.181395937061847,319.0,0.0,0,1,0,0,1921.732177734375,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.1711699750358222,1917.5011636758943,1.6153197018642045,0.2619730957908251,0.4074848461311208,0.6021181891249648,-0.573630113542089,742.6827940156357,1.0,23.18908957684431,38172,0.0,38172,Saffa Singhwala (193),Tarn Taran,143416,31.36937,74.7454147,1.0,0.0,0.0,0.0,0.0,1,1,1,1,No,No ( Nearest facility2-5 kms),No ( Nearest facility2-5 kms),No ( Nearest facility2-5 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,14.0,1,0.0,No,Number of Households utilising Solar Energy/Wind Energy : 0,1,0.0,No,<50% habitation covered,1,1,150,80,70,30,1,1,1,1,No ( Nearest facility2-5 kms),1,1,No,0.0,No,1.0,1.0,149.0,142.0,0.0,142.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,21.0,61.0,53.0,0.0,0.0333333333333333,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,742.6827940156357,1.6153197018642045,0.0,0.6021181891249648,0.0,142.0,71.0,0.0,1.0,0.0,0.4074848461311208,1.0,0.0,0,0,0,1,1921.6556396484373,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.1042989416884225,1928.9058078735009,1.370520933367129,0.1820451340764869,0.3407889875459447,0.5024372477970402,-0.4828132477308897,722.7602575096764,1.0,23.31667612224128,38192,0.0,38192,Ghulewala (352),Tarn Taran,143301,31.2298679,74.87087,52.0,0.0,22.0,0.0,0.0,2,60,2,2,No,No ( Nearest facility5-10 kms),No ( Nearest facilityMore than 10 kms),No ( Nearest facility5-10 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,14.0,2,0.0,No,,25,0.0,No,50 to 100% habitations covered,0,22,200,120,80,58,22,23,2,1,No ( Nearest facility5-10 kms),2,2,No,0.0,No,55455.0,25555.0,347.0,280.0,0.0,280.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,122.0,22.0,70.0,52.0,0.4230769230769231,0.3793103448275862,20.0,0.0,0.0,0.0,58.0,0.0,4.004992949682712,0.0,722.7602575096764,71.2670885350907,0.0,0.5024372477970402,0.0,258.0,151.0,0.0,0.0,0.0,7.497357726010784,30.0,0.0,0,1,0,0,1921.6456298828125,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.1648125833590768,1922.5925840507127,1.501369976965628,0.2589293824167382,0.3961392154326605,0.5924621187595981,-0.5714665023657669,765.8657076766389,1.0,23.258833272840377,38057,0.0,38057,Mari Kamboke (68),Tarn Taran,143303,31.3153152,74.61812,1.0,0.0,0.0,0.0,0.0,0,0,0,0,No,No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,0.0,0,0.0,No,,0,0.0,No,None ( Nearest facilityMore than 10 kms),0,0,120,55,50,10,0,0,0,1,No ( Nearest facility2-5 kms),0,0,No,0.0,No,0.0,0.0,1077.0,978.0,0.0,978.0,978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3929.0,736.0,2049.0,1880.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,765.8657076766389,1.501369976965628,0.0,0.5924621187595981,0.0,978.0,489.0,0.000928505106778,1.0,0.0,0.0,1.0,0.0,0,0,1,0,1921.3531494140625,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.218690066855953,1922.6421908665209,1.790473102922604,0.3079596515060288,0.4328233306330532,0.6351299304892123,-0.5927098027469939,735.7467654158967,1.0,23.3078749451999,34307,0.0,34307,Game Muradewala (37/38),FIROZEPUR,236728,30.9729729,74.97962,40.0,0.0,12.0,10.0,5.0,10,20,5,0,No,No ( Nearest facility2-5 kms),No ( Nearest facility2-5 kms),No ( Nearest facility5-10 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,14.0,0,0.0,No,,0,0.0,Yes,<50% habitation covered,5,20,200,130,60,40,15,10,30,4,YesElectricity:Yes Toilet:Both Computer Lab:Yes Play Ground:Yes Drinking Water:Yes Mid Day Meal Scheme:Yes Primary School Students:30 Primary School Teachers:1,0,12,Yes,0.0,Yes,20.0,10.0,68.0,54.0,0.0,54.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,31.0,86.0,79.0,0.3,0.375,5.0,0.0,0.0,0.0,40.0,0.25,3.695515818072345,0.0,735.7467654158967,71.61892411690415,0.0,0.6351299304892123,0.0,42.0,33.0,0.0,0.0,0.0,6.492349959495798,28.0,0.0,0,1,0,0,1921.1683349609373,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
-0.1489208443076377,1923.9960536971223,1.5658430146416529,0.2357946762457704,0.397385857434782,0.5875647598275174,-0.5590837302128947,726.770820807003,1.0,23.290983564857186,38194,0.0,38194,Gadhaike (349),Tarn Taran,143416,31.1351357,74.68651,1.0,0.0,0.0,0.0,0.0,1,1,1,1,No,No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No ( Nearest facility5-10 kms),No,0.0,No,No,No,No,Not Available,0.0,No,0.0,0.0,0.0,1,0.0,No,,1,0.0,No,50 to 100% habitations covered,1,1,280,145,135,60,1,1,1,1,No ( Nearest facility5-10 kms),1,1,No,0.0,No,1.0,1.0,65.0,59.0,0.0,59.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,42.0,109.0,108.0,0.0,0.0166666666666666,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,726.770820807003,1.5658430146416529,0.0,0.5875647598275174,0.0,59.0,29.5,0.0,0.0,0.0,0.397385857434782,1.0,0.0,0,0,1,0,1921.12255859375,0,0,0,0,0,0,0,0,0,0,0,0,0.0,unmatched
